nFID,X,Y,Class,Name,Province,City,Street
39444,113.598651042758,22.370311441913,交通设施/交叉路口,唐淇路/唐大路(路口),广东省,珠海市,唐淇路
39445,113.598744225493,22.369149331894,生活服务,远大美域会所,广东省,珠海市,唐淇路
39446,113.598744225493,22.369149331894,地产小区/小区/楼盘,远大美域新城,广东省,珠海市,唐淇路
39447,113.599195442567,22.321316177919,餐饮/中餐馆,强记海鲜菜馆,广东省,珠海市,情侣北路
39448,113.599072451482,22.3211051622364,餐饮/中餐馆,咸鱼仔海鲜饭庄,广东省,珠海市,情侣北路
39449,113.599069089964,22.3265982392703,地产小区/小区/楼盘,玫瑰山庄,广东省,珠海市,s111
39450,113.599148339038,22.3229335510865,地产小区/小区/楼盘,聚龙溪山庄,广东省,珠海市,s111
39451,113.599158424794,22.3208740782271,餐饮/休闲餐饮,新麒麟面包店(银坑店),广东省,珠海市,情侣北路
39452,113.599140726245,22.3496170730357,名称标注类,前湾,广东省,珠海市,
39453,113.599199475939,22.3668598360057,交通设施/停车场/停车区,地下停车场入口,广东省,珠海市,唐淇路
39454,113.599287412838,22.3217872481681,公司企业/厂矿,银丰玻璃钢船厂,广东省,珠海市,情侣北路
39455,113.599341055237,22.3276804873264,交通设施/停车场/停车区,海天砥柱停车场,广东省,珠海市,情侣北路
39456,113.599350463044,22.320919071125,教育/初等教育/(小学),恩惠小学,广东省,珠海市,情侣北路
39457,113.599425340416,22.3547555508172,公司企业/高科技园区,蓝湾智岛高新总部基地,广东省,珠海市,唐淇路
39458,113.599463553893,22.2511150182133,名称标注类,横洲,广东省,珠海市,
39459,113.599528363468,22.3687381336245,餐饮/西餐厅,紫金西餐厅,广东省,珠海市,唐淇路
39460,113.599653531836,22.3212330979106,医疗/社区医疗/诊所/卫生所,银坊蚝场医务室,广东省,珠海市,情侣北路
39461,113.599811748372,22.3633820313648,行政地标/村庄,前环,广东省,珠海市,唐淇路
39462,113.600023374513,22.3694340857849,休闲娱乐/图书馆,小区阅览室,广东省,珠海市,唐淇路
39463,113.600115928955,22.312393313472,名称标注类,榕树洲,广东省,珠海市,情侣北路
39464,113.600122570883,22.3201127467096,政府机构/各级政府/村民委员会,银坑村委会,广东省,珠海市,情侣北路
39465,113.60031949658,22.3470936444957,宾馆,中山大学伍舜德国际学术交流中心,广东省,珠海市,
39466,113.600719174156,22.32022602543,餐饮,蚝场厨房,广东省,珠海市,
39467,113.600774742765,22.3692116510106,地产小区,华发·蔚蓝堡,广东省,珠海市,唐淇路
39468,113.601141597792,22.3202824724665,行政地标/村庄,银坑,广东省,珠海市,
39469,113.601172675612,22.3195483046469,交通设施/港口/码头,鱼栏街码头,广东省,珠海市,
39470,113.601172480501,22.3681955196142,交通设施/停车场/停车区,橘郡园地下停车场,广东省,珠海市,唐淇路
39471,113.60095808518,22.3743677299596,交通设施/公交车站/公交车站主点,唐淇路中,广东省,珠海市,唐淇路
39472,113.601588627748,22.3191660909654,餐饮,银坑人家私房菜馆,广东省,珠海市,
39473,113.601913534321,22.2966496134052,名称标注类,香洲湾,广东省,珠海市,
39474,113.601951153172,22.2464716456165,名称标注类,九洲洋,广东省,珠海市,
39475,113.601951153473,22.2464721476007,生活服务,九洲岛,广东省,珠海市,
39476,113.602764218336,22.3721276506819,地产小区,远大美域,广东省,珠海市,唐淇路
39477,113.603000024921,22.3748230973437,交通设施/公交车站/公交车站主点,华发蔚蓝堡,广东省,珠海市,唐淇路
39478,113.604048515371,22.3151366088238,名称标注类,观音洲,广东省,珠海市,
39479,113.604300510199,22.3715030227904,名称标注类,后湾,广东省,珠海市,唐淇路
39480,113.604871599385,22.379596344136,交通设施/公交车站/公交车站主点,淇澳大桥南,广东省,珠海市,唐淇路
39481,113.575000452295,22.283622020726,交通设施/港口/码头,珠海渔港交通艇码头,广东省,珠海市,朝阳路
39482,113.575004704968,22.2794258620496,餐饮/中餐馆,黄记煌三汁焖锅珠海店,广东省,珠海市,翠海路
39483,113.574984192457,22.2545027149032,购物/服装鞋帽,尖峰旅行装备,广东省,珠海市,园林路
39484,113.574973439046,22.2835519976874,交通设施/港口/码头,渔港交通艇码头,广东省,珠海市,朝阳路
39485,113.574986939433,22.2739773610476,教育/培训机构,民乐学习中心,广东省,珠海市,碧海路
39486,113.574976007422,22.2571524663453,购物/综合商场/购物/中心,珠海免税商场南门,广东省,珠海市,吉大路
39487,113.57499392338,22.2739383021659,餐饮/中餐馆,潮汕家常菜,广东省,珠海市,碧海路
39488,113.57499395992,22.2738723033364,餐饮/中餐馆,湘飘飘湘菜馆,广东省,珠海市,碧海路
39489,113.57498905487,22.2432233364992,购物/烟酒茶叶,明宇轩茶馆,广东省,珠海市,石花东路
39490,113.575014040318,22.2729171259447,购物/批发市场/集市,零柒伍陆碧海店,广东省,珠海市,碧海路
39491,113.575182242624,22.2734694005551,地产小区,海霞新村12栋,广东省,珠海市,碧海路
39492,113.575168442241,22.2545558719462,金融/银行,广东华侨信托投资公司珠海公司,广东省,珠海市,园林路
39493,113.575175033645,22.2607937744803,交通设施/停车场/停车区,九百地下商城西区停车场,广东省,珠海市,景山路
39494,113.57502401914,22.2742304240691,教育/学前教育/幼儿园/托儿所,外贸幼儿园,广东省,珠海市,碧海路
39495,113.57504575781,22.2793438378459,餐饮,筑地,广东省,珠海市,翠海路
39496,113.575021518706,22.2506886115819,购物/烟酒茶叶,宇丰泰酒业,广东省,珠海市,九洲大道东段
39497,113.575048995787,22.2747636136949,医疗/药店/药房,济生医药碧海分店,广东省,珠海市,东风路
39498,113.575048028615,22.2729051035711,生活服务,新白云歌舞厅,广东省,珠海市,碧海路
39499,113.575052031867,22.2747355937173,生活服务/房屋租售中介,零壹资讯珠海湾仔沙第十六号,广东省,珠海市,东风路
39500,113.575026111331,22.2432233618099,公司企业/新闻出版,今日科苑杂志社,广东省,珠海市,石花东路
39501,113.575026111331,22.2432233618099,公司企业,珠海南桥文化传媒公司,广东省,珠海市,石花东路
39502,113.575026111331,22.2432233618099,公司企业,珠海市南桥酒业有限公司,广东省,珠海市,石花东路
39503,113.57504028823,22.2535064938445,教育/初等教育/(小学),圆明小学,广东省,珠海市,景园路
39504,113.575040281891,22.2510021119934,道路/乡道,景乐路,广东省,珠海市,景乐路
39505,113.575040282333,22.2510026976395,交通设施/交叉路口,景乐路/九洲大道东(路口),广东省,珠海市,景乐路
39506,113.575074815512,22.2794989288771,餐饮/西餐厅/披萨,吉艺多比萨,广东省,珠海市,翠海路
39507,113.575070146766,22.2722566613927,交通设施/交叉路口,海城路/碧海路(路口),广东省,珠海市,碧海路
39508,113.575069419731,22.2710028956751,交通设施/公交车站/公交车站主点,公积金中心,广东省,珠海市,海滨北路
39509,113.575060871406,22.2599163604883,购物/服装鞋帽,G·STAR RAW,广东省,珠海市,景山路
39510,113.575051116442,22.2432253860655,餐饮/中餐馆,和记客家菜,广东省,珠海市,石花东路
39511,113.575059221927,22.2545227610723,商务大厦/商务会馆,华信商贸中心,广东省,珠海市,园林路
39512,113.575059221927,22.2545227610723,生活服务,金运来足部按摩中心,广东省,珠海市,园林路
39513,113.575085827512,22.2792718483014,餐饮/中餐馆,皇城坝小吃珠海店,广东省,珠海市,翠海路
39514,113.575070553423,22.2507096430344,购物/烟酒茶叶,参博士人参养生系列产品,广东省,珠海市,九洲大道东段
39515,113.575078197664,22.2554560310535,交通设施/停车场/停车区,城丰·星座停车场,广东省,珠海市,景乐路
39516,113.575099350767,22.3105229423755,公司企业,华美汽车制动工业公司,广东省,珠海市,s111
39517,113.575102098751,22.2744676177497,公司企业,移动通信碧海营业处,广东省,珠海市,碧海路
39518,113.575085475538,22.2519910444949,政府机构/机关单位,景乐路垃圾压缩中转站,广东省,珠海市,景乐路
39519,113.575090277288,22.2542347289562,汽车服务/汽车/维修/养护/洗车,珠盛汽车轮胎配件,广东省,珠海市,园林路
39520,113.575087678872,22.249518364491,地产小区/小区/楼盘,南山小区,广东省,珠海市,九洲大道东
39521,113.575120874812,22.2792228556766,生活服务/洗衣/干洗,清泉井洗衣室,广东省,珠海市,翠海路
39522,113.575121913075,22.2775254012696,公司企业/电信公司/中国电信,中国电信天翼3G体验厅,广东省,珠海市,海燕路
39523,113.575121913075,22.2775254012696,公司企业/电信公司/中国电信,中国电信行业应用服务厅,广东省,珠海市,海燕路
39524,113.57512315361,22.2747056925398,餐饮,福建沙县云吞店,广东省,珠海市,东风路
39525,113.575107607365,22.2505846719054,购物/烟酒茶叶,珠峰酒业,广东省,珠海市,九洲大道东段
39526,113.575140826664,22.2791978584573,餐饮/休闲餐饮/咖啡厅,翱飞式,广东省,珠海市,翠海路
39527,113.575124995518,22.2600054146108,购物/服装鞋帽,Jack&Jones,广东省,珠海市,景山路
39528,113.575143760012,22.2812894624345,生活服务/摄影冲印/快照冲印,香港盛视2039摄影机构,广东省,珠海市,先烈路
39529,113.575118594604,22.250724647775,购物/烟酒茶叶,侨粤烟酒茶,广东省,珠海市,九洲大道东段
39530,113.575147870456,22.2793869770241,餐饮,良源炖汤沙河粉,广东省,珠海市,翠海路
39531,113.575146989719,22.2773704228492,生活服务,珠海名爵特约维修中心,广东省,珠海市,海燕路
39532,113.575159881626,22.2791768751579,休闲娱乐/网吧,星盟网吧,广东省,珠海市,翠海路
39533,113.575148374299,22.2545438135981,购物/烟酒茶叶,广东中外名酒专卖行珠海分行,广东省,珠海市,园林路
39534,113.575181474011,22.2545439150138,生活服务/房屋租售中介,德安达地产,广东省,珠海市,园林路
39535,113.575181474011,22.2545439150138,金融/典当/当铺,鑫光评估,广东省,珠海市,园林路
39536,113.575202192446,22.2750227609511,医疗/社区医疗/诊所/卫生所,香洲医院湾仔沙门诊部,广东省,珠海市,东风路
39537,113.575190032073,22.2601075161978,餐饮/休闲餐饮/咖啡厅/星巴克,星巴克咖啡国贸购物广场店,广东省,珠海市,景山路
39538,113.575205222109,22.2738535289695,地产小区,海霞新村13栋,广东省,珠海市,碧海路
39539,113.575211808234,22.282071771978,汽车服务/汽车/配件/装饰,香隆船机修配件行,广东省,珠海市,先烈路
39540,113.575197238995,22.2568215516749,金融/atm,珠海华润银行ATM,广东省,珠海市,吉大路
39541,113.575197238995,22.2568215516749,金融/银行,珠海华润银行金屏支行,广东省,珠海市,吉大路
39542,113.575225985337,22.2935116251516,绿地/机场,香洲客运港,广东省,珠海市,情侣北路
39543,113.575220418728,22.2712907439216,生活服务/公厕,公厕,广东省,珠海市,碧海路
39544,113.57522455705,22.3096788585436,公司企业/厂矿,冠龙,广东省,珠海市,s111
39545,113.575215113784,22.2602836342601,交通设施/停车场/停车区,九百地下商城东区停车场,广东省,珠海市,景山路
39546,113.575212699197,22.2507547331973,休闲娱乐/洗浴按摩/桑拿/洗浴,金华红保健按摩,广东省,珠海市,九洲大道东
39547,113.57522143341,22.254254795885,汽车服务/4s/汽车/销售,万乘二手车,广东省,珠海市,园林路
39548,113.575248913836,22.2819897412593,公司企业,建明机电冷气维修部,广东省,珠海市,先烈路
39549,113.575248434217,22.2720670408865,地产小区/小区/楼盘,海霞新村2栋,广东省,珠海市,碧海路
39550,113.575257898714,22.2806393908265,交通设施/停车场/停车区,迈豪国际酒店停车场,广东省,珠海市,先烈路
39551,113.575241114402,22.2601955522117,购物/电子数码,魅族,广东省,珠海市,景山路
39552,113.57525798692,22.2789959236721,地产小区/小区/楼盘,扬名海邑,广东省,珠海市,翠海路
39553,113.575255317755,22.2741836309371,地产小区,海霞新村14栋,广东省,珠海市,碧海路
39554,113.575241291456,22.2572947654373,购物/服装鞋帽,金色童年.贵族天使,广东省,珠海市,吉大路
39555,113.575255350968,22.2568296110302,购物/烟酒茶叶,宝盛茗茶园,广东省,珠海市,吉大路
39556,113.575270342902,22.2729792576635,地产小区,黑龙江大厦,广东省,珠海市,碧海路
39557,113.575270342902,22.2729792576635,医疗/医疗/保健/疗养院,珠海黑龙江省老干部疗养所,广东省,珠海市,碧海路
39558,113.575278930099,22.2819398230549,地产小区/小区/楼盘,怡景花园,广东省,珠海市,先烈路
39559,113.575270378267,22.2568366452979,生活服务/便利店,南海小卖部,广东省,珠海市,吉大路
39560,113.575265833,22.2508428556019,交通设施/停车场/停车区,泰达酒店吉大总店停车场,广东省,珠海市,九洲大道东
39561,113.575286455432,22.2714129058931,生活服务/公厕,海霞公厕,广东省,珠海市,碧海路
39562,113.575269626135,22.252599374059,购物/服装鞋帽,Footzone,广东省,珠海市,景乐路
39563,113.575290467502,22.2718909745967,地产小区/小区/楼盘,海霞新村3栋,广东省,珠海市,碧海路
39564,113.575281982581,22.2623952401442,购物/体育户外,金盛高尔夫运动用品公司,广东省,珠海市,景山路
39565,113.575301341006,22.2740355934062,生活服务,珠海市亨嘉服务有限公司,广东省,珠海市,碧海路
39566,113.575283712686,22.2514100193514,购物/烟酒茶叶,大连棒棰岛海参珠旗舰店,广东省,珠海市,九洲大道
39567,113.575313374575,22.2744617031317,地产小区,海霞新村15栋,广东省,珠海市,东风路
39568,113.575293491957,22.2423083052725,宾馆,珠海度假村射击场,广东省,珠海市,情侣南路
39569,113.575301676991,22.2528594968667,购物/超市,金大福超市,广东省,珠海市,景乐路
39570,113.575302686622,22.2528844289488,地产小区/小区/楼盘,吉大综合楼,广东省,珠海市,景园路
39571,113.575331133785,22.2791710183588,餐饮/休闲餐饮/咖啡厅,啡常品咖啡厅,广东省,珠海市,翠海路
39572,113.575331133785,22.2791710183588,餐饮,四川名小吃黄城坝(翠海路店),广东省,珠海市,翠海路
39573,113.575502530995,22.2694212927688,宾馆,江门望海楼酒店,广东省,珠海市,海滨北路
39574,113.575490730704,22.2546721170788,汽车服务/汽车/租赁,赢时通汽车服务有限公司珠海分公司,广东省,珠海市,园林路
39575,113.575498647202,22.2567176679576,金融/保险公司/中国人民财产保险,中国人民财产保险珠海分公司,广东省,珠海市,景园路
39576,113.575518134878,22.2775379406386,宾馆,珠海碧海闲居（客栈）旅馆,广东省,珠海市,海燕路
39577,113.575521384651,22.2775547538223,地产小区/小区/楼盘,鑫北花园,广东省,珠海市,海燕路
39578,113.575514882174,22.2690583218879,宾馆/星级宾馆/酒店/三星级,望海楼,广东省,珠海市,海滨北路
39579,113.575511064048,22.2514801992722,购物/烟酒茶叶,神舟酒珠海总代理,广东省,珠海市,九洲大道
39580,113.575543722206,22.2926448331845,公司企业,珠海永海船舶代理有限公司,广东省,珠海市,情侣中路
39581,113.575523086755,22.2508480386873,教育/培训机构,格林童话艺术中心,广东省,珠海市,九洲大道东
39582,113.57530959083,22.2541608809315,生活服务/美容美发,现场吧,广东省,珠海市,园林路
39583,113.57530959083,22.2541608809315,餐饮/休闲餐饮/酒吧,现场酒吧,广东省,珠海市,园林路
39584,113.575316729874,22.2521122210228,汽车服务/4s/汽车/销售,鑫田汽车维修有限公司,广东省,珠海市,景乐路
39585,113.57534053138,22.2773409052368,宾馆/旅店,99旅馆连锁(海燕路店),广东省,珠海市,海燕路
39586,113.575344179936,22.2787538986231,生活服务/彩票发行,彩票销售店,广东省,珠海市,翠海路
39587,113.575344179936,22.2787538986231,休闲娱乐/健身中心/健身房/健身中心,壹肆柒桌球俱乐部,广东省,珠海市,翠海路
39588,113.575345332691,22.2746097726819,生活服务/报亭,报刊亭,广东省,珠海市,东风路
39589,113.575351582876,22.2717309744151,地产小区/小区/楼盘,海霞新村4栋,广东省,珠海市,碧海路
39590,113.575360183054,22.2775326256362,公司企业/电信公司/中国移动,中国移动自助营业厅,广东省,珠海市,海燕路
39591,113.575343623547,22.2569681913626,交通设施/公交车站/公交车站主点,免税商场,广东省,珠海市,吉大路
39592,113.575369282733,22.2774246440155,生活服务/电信营业厅,中国移动通信24小时自助服务机,广东省,珠海市,海燕路
39593,113.575350723849,22.2528914747823,金融/atm,珠海市商业银行ATM,广东省,珠海市,景园路
39594,113.575363937759,22.2508069181723,宾馆/旅店,泰达酒店吉大总店,广东省,珠海市,九洲大道东
39595,113.575395086191,22.2811576776778,交通设施/停车场/停车区,先烈路沿路停车场,广东省,珠海市,先烈路
39596,113.575379448977,22.2571957644673,休闲娱乐/电影院,环幕4D影院,广东省,珠海市,吉大路
39597,113.575379448977,22.2571957644673,购物/综合商场/购物/中心,万象城休闲会所,广东省,珠海市,吉大路
39598,113.575405573107,22.272175179446,地产小区/小区/楼盘,海霞新村1栋,广东省,珠海市,碧海路
39599,113.575394816583,22.2521283115985,公司企业,珠海市喜粤医疗器械公司,广东省,珠海市,景乐路
39600,113.575404226016,22.2617451677556,交通设施/停车场/停车区,石景山大酒店停车场,广东省,珠海市,景山路
39601,113.57542333421,22.2775446078509,生活服务/电信营业厅/中国移动营业厅,中国移动广东(鑫北服务厅),广东省,珠海市,海燕路
39602,113.575436219188,22.2799483360054,地产小区/小区/楼盘,华银广场,广东省,珠海市,翠海路
39603,113.575411737684,22.2434915212413,公司企业,珠海日升电梯工程有限公司,广东省,珠海市,石花东路
39604,113.575417541524,22.2435947642358,地产小区/小区/楼盘,山海一品居,广东省,珠海市,石花东路
39605,113.575417541524,22.2435947642358,交通设施/停车场/停车区,山海一品居停车场,广东省,珠海市,石花东路
39606,113.575429712901,22.2421843613283,休闲娱乐/体育场馆,珠海度假村乒乓球馆,广东省,珠海市,情侣南路
39607,113.575439904732,22.2514671313256,购物/烟酒茶叶,良时茶业吉大店,广东省,珠海市,九洲大道
39608,113.575465773412,22.2692583267765,交通设施/停车场/停车区,望海楼停车场,广东省,珠海市,海滨北路
39609,113.575443923096,22.2390393645305,地产小区,天海楼,广东省,珠海市,情侣南路
39610,113.57548121885,22.2798412874474,交通设施/停车场/停车区,华银广场停车场,广东省,珠海市,翠海路
39611,113.575486080519,22.3067623687895,政府机构/各级政府/村民委员会,契爷岭村委会,广东省,珠海市,s111
39612,113.57548920323,22.2807295529325,餐饮/休闲餐饮/咖啡厅,豪斯咖啡厅,广东省,珠海市,情侣中路
39613,113.57548920323,22.2807295529325,宾馆/星级宾馆/酒店/四星级,迈豪国际酒店,广东省,珠海市,情侣中路
39614,113.57548920323,22.2807295529325,休闲娱乐/健身中心/健身房/健身中心,迈豪国际酒店-健身中心,广东省,珠海市,情侣中路
39615,113.575489653539,22.2807305567209,宾馆/星级宾馆/酒店/四星级,迈豪国际酒店,广东省,珠海市,情侣中路
39616,113.575487462185,22.2756742283992,生活服务,惠普金牌服务珠海碧海路分部,广东省,珠海市,碧海路
39617,113.575470936112,22.2514661351296,购物/烟酒茶叶,华点酒业,广东省,珠海市,九洲大道
39618,113.575472026594,22.2508890232605,政府机构/机关单位/产权交易中心,长信德工程造价事务所,广东省,珠海市,九洲大道东
39619,113.575472026594,22.2508890232605,金融/投资公司,珠海华映投资咨询有限公司,广东省,珠海市,九洲大道东
39620,113.575529886674,22.2537489034805,教育/初等教育/(小学),圆明小学东门,广东省,珠海市,景园路
39621,113.575562551272,22.2756502370021,休闲娱乐/体育场馆,顺势棋牌室,广东省,珠海市,碧海路
39622,113.575549897031,22.2544381230963,汽车服务/汽车/维修/养护/洗车,非常汽车服务有限公司,广东省,珠海市,园林路
39623,113.575570602815,22.2755922711204,交通设施/停车场/停车区,瀚高商业广场停车场,广东省,珠海市,碧海路
39624,113.57555076015,22.2436048329184,公司企业/房地产开发,珠海市佳美房地产开发有限公司,广东省,珠海市,石花东路
39625,113.575579496605,22.2775617903365,地产小区/小区/楼盘,香龙大厦,广东省,珠海市,海燕路
39626,113.575552737193,22.2436008173475,公司企业/房地产开发,珠海港银房地产开发有限公司,广东省,珠海市,石花东路
39627,113.575576950826,22.2690624319054,交通设施/停车场/停车区,望海楼停车场,广东省,珠海市,海滨北路
39628,113.575590853143,22.2927268741474,交通设施/港口/码头,香洲港,广东省,珠海市,情侣中路
39629,113.575584653162,22.2749140619099,餐饮,十六坊,广东省,珠海市,东风路
39630,113.575583804165,22.3132759554006,政府机构/各级政府/村民委员会,外神前村委会,广东省,珠海市,s111
39631,113.575593676233,22.274491976161,地产小区,海霞新村16栋,广东省,珠海市,东风路
39632,113.57559651662,22.27785287422,地产小区/小区/楼盘,丽景湾花园二期B区,广东省,珠海市,海燕路
39633,113.575575851562,22.2543901043874,汽车服务/汽车/维修/养护/洗车,胜道汽车服务,广东省,珠海市,园林路
39634,113.575615236004,22.3053670832981,交通设施/桥/陆地桥,契爷岭桥,广东省,珠海市,情侣北路
39635,113.575613907797,22.2712550607829,地产小区/小区/楼盘,海霞新村5栋,广东省,珠海市,碧海路
39636,113.575624393016,22.2804085652503,休闲娱乐/洗浴按摩/桑拿/洗浴,迈濠国际桑拿健康中心,广东省,珠海市,情侣中路
39637,113.57583517926,22.2551205671496,公司企业/厂矿,珠海西格医疗设备有限公司,广东省,珠海市,园林路
39638,113.575857283443,22.2699028178431,休闲娱乐/歌舞厅/夜总会/娱乐/城,犀牛歌舞厅,广东省,珠海市,海滨北路
39639,113.57584417778,22.2544972777278,汽车服务/4s/汽车/销售,珠海市兴连汽车维修有限公司,广东省,珠海市,园林路
39640,113.575628085478,22.3079867102261,行政地标/村庄,契爷岭,广东省,珠海市,s111
39641,113.5756306559,22.2759063717383,休闲娱乐/体育场馆,娱乐轩棋牌室,广东省,珠海市,碧海路
39642,113.575619393649,22.2625055083916,休闲娱乐/歌舞厅/夜总会/娱乐/城,石景山夜总会,广东省,珠海市,景山路
39643,113.575634557581,22.2775787769319,地产小区/小区/楼盘,海悦大厦,广东省,珠海市,海燕路
39644,113.575635597055,22.2757783094825,医疗/药店/药房,康美来健康药房碧海店,广东省,珠海市,碧海路
39645,113.575646159326,22.3052617472444,交通设施/公交车站/公交车站主点,契爷岭,广东省,珠海市,情侣北路
39646,113.575659253025,22.2776500439016,金融/atm,交通银行(离行式 鑫北花园),广东省,珠海市,海燕路
39647,113.575661631024,22.2758293359855,生活服务/洗衣/干洗,白兔洗衣湾仔沙店,广东省,珠海市,碧海路
39648,113.575657625011,22.2591045570677,购物/综合商场/购物/中心,国贸购物广场东南门,广东省,珠海市,景山路
39649,113.575657625011,22.2591045570677,餐饮/休闲餐饮/甜点冷饮,潘多拉·城市行动咖啡店,广东省,珠海市,景山路
39650,113.575679414399,22.2755554779284,餐饮,新海燕海鲜美食城,广东省,珠海市,碧海路
39651,113.575667546161,22.2613162077877,购物,天荣金融超市,广东省,珠海市,景山路
39652,113.575687745626,22.275275177263,餐饮/中餐馆,隆都四季香饭店,广东省,珠海市,碧海路
39653,113.575697986863,22.2926209350451,公司企业/运输/物流,珠海市长丰运输有限公司,广东省,珠海市,情侣中路
39654,113.575673026866,22.2544241637209,购物/烟酒茶叶,春馨园茶庄,广东省,珠海市,园林路
39655,113.575675536316,22.2561682799492,教育/高等教育,香港翰林国际学院,广东省,珠海市,景园路
39656,113.575671258444,22.2508800984244,医疗/社区医疗/诊所/卫生所,南山社区卫生服务站,广东省,珠海市,九洲大道东
39657,113.575678212504,22.2517404122773,交通设施/停车场/停车区,九洲假日地下停车场,广东省,珠海市,九洲大道
39658,113.57570858037,22.2780980429609,地产小区/小区/楼盘,双水湾,广东省,珠海市,海燕路
39659,113.575715232447,22.281523822779,交通设施/交叉路口,先烈路/情侣中路(路口),广东省,珠海市,先烈路
39660,113.575707176932,22.2690385176912,汽车服务/汽车/维修/养护/洗车,望海楼汽车护理中心,广东省,珠海市,海滨北路
39661,113.575696883532,22.2567028826343,金融/保险公司,中国人民财产保险股份有限公司珠海市分公司出单管理中心,广东省,珠海市,吉大路
39662,113.575696883532,22.2567028826343,金融/保险公司,中人保险经纪有限公司珠海市分公司,广东省,珠海市,吉大路
39663,113.575725745751,22.275802404241,交通设施/停车场/停车区,瀚高商业广场停车场,广东省,珠海市,碧海路
39664,113.57572401089,22.272195390532,地产小区,月明楼,广东省,珠海市,海城路
39665,113.575713004028,22.2545750925017,交通设施/公交车站/公交车站主点,信海大厦,广东省,珠海市,园林路
39666,113.575737268743,22.3075417174073,地产小区/小区/楼盘,香格里,广东省,珠海市,s111
39667,113.575722097861,22.2546902962974,金融/atm,广东发展银行二十四小时自助银行,广东省,珠海市,园林路
39668,113.575748535515,22.2799675333396,金融/atm,中国农业银行ATM,广东省,珠海市,情侣中路
39669,113.575714132292,22.3531583386455,休闲娱乐/体育场馆,中山大学珠海校区-体育馆,广东省,珠海市,瀚林路
39670,113.575764010346,22.2926470255986,公司企业/运输/物流,珠海市香洲港务总公司集装箱货运部,广东省,珠海市,情侣中路
39671,113.575757679073,22.2569888391699,交通设施/交叉路口,吉大路/景园路(路口),广东省,珠海市,吉大路
39672,113.575782090249,22.2926609898574,交通设施/港口/码头,香洲岛海港客运码头,广东省,珠海市,情侣中路
39673,113.575788026901,22.2926670103677,交通设施/港口/码头,试验区客运码头,广东省,珠海市,情侣中路
39674,113.57579679075,22.2775229053854,交通设施/停车场/停车区,海悦大厦停车场,广东省,珠海市,海燕路
39675,113.57579679075,22.2775229053854,休闲娱乐,智胜心理游戏活动基地,广东省,珠海市,海燕路
39676,113.57579679075,22.2775229053854,金融/典当/当铺,珠海华萃宝林慈善拍卖中心,广东省,珠海市,海燕路
39677,113.57579273495,22.2604420412679,购物/烟酒茶叶,礼记饼家,广东省,珠海市,景山路
39678,113.575794197234,22.2537910830104,购物/服装鞋帽,珠海世星鞋城,广东省,珠海市,景园路
39679,113.575833934289,22.2761325512671,地产小区/小区/楼盘,海霞新村,广东省,珠海市,碧海路
39680,113.575833934289,22.2761325512671,地产小区/小区/楼盘,濠海大厦,广东省,珠海市,碧海路
39681,113.575816188744,22.2558276858946,宾馆,珠海经济特区珠宝大酒店,广东省,珠海市,景园路
39682,113.575878692037,22.2808939250085,餐饮,迈豪国际酒店中餐厅,广东省,珠海市,先烈路
39683,113.575873834358,22.2604020425532,购物/烟酒茶叶,港澳名坊,广东省,珠海市,景山路
39684,113.575862040195,22.2437090785006,公司企业,山海一品房地产开发公司,广东省,珠海市,石花东路
39685,113.575862040195,22.2437090785006,公司企业,银通集团,广东省,珠海市,石花东路
39686,113.575862040195,22.2437090785006,公司企业,中新国际文化传播公司,广东省,珠海市,石花东路
39687,113.575869296882,22.2536700974085,地产小区/小区/楼盘,纺织工业大厦2栋B座,广东省,珠海市,景园路
39688,113.575903754347,22.2814901027642,政府机构/公检法机构/公安机关,中国广东渔业船舶检验局香洲检验站,广东省,珠海市,先烈路
39689,113.575899018353,22.2589676731962,购物/批发市场/集市,国贸流行地带,广东省,珠海市,景山路
39690,113.575892975638,22.2438827598325,公司企业,珠海市零距离翻译中心,广东省,珠海市,石花东路
39691,113.575920238596,22.2720335085261,地产小区/小区/楼盘,海霞新9栋,广东省,珠海市,海霞路
39692,113.575929160917,22.2721583138665,交通设施/交叉路口,海霞路/海城路(路口),广东省,珠海市,海霞路
39693,113.575925189466,22.2559038022611,宾馆/星级宾馆/酒店/三星级,珠宝大酒店,广东省,珠海市,景园路
39694,113.575927509959,22.2556791678466,教育/培训机构,珠海市ibs国际商务语言学校,广东省,珠海市,景园路
39695,113.575927407573,22.2538861888797,政府机构/机关单位/测绘院/勘测院/规划院,珠海市三佳商贸有限公司,广东省,珠海市,景园路
39696,113.575944918473,22.2603290774227,购物/母婴儿童,爱婴岛儿童百货吉大旗舰店,广东省,珠海市,景山路
39697,113.575944918473,22.2603290774227,购物/综合商场/购物/中心,国贸购物广场北大门,广东省,珠海市,景山路
39698,113.575944918473,22.2603290774227,购物/电子数码,恒波,广东省,珠海市,景山路
39699,113.575944918473,22.2603290774227,购物/超市/家乐福超市,家乐福吉大国贸店,广东省,珠海市,景山路
39700,113.575959082078,22.2747472537549,餐饮,豪情西餐,广东省,珠海市,东风路
39701,113.575946982222,22.2596579508958,购物/综合商场/购物/中心,国贸购物广场东大门,广东省,珠海市,景山路
39702,113.575947046175,22.2591518018319,公司企业,珠海大能行科技股份有限公司,广东省,珠海市,景山路
